user_id,skills,experience_years
144,"Python, Data Science, Statistics",4
145,"SQL, Database Management, Data Warehousing",5
146,"Python, SQL, Data Analysis",2
147,"Java, JavaScript, Web Development",3
148,"C++, SQL, Machine Learning",12
149,"Python, Data Science, Statistics",10
150,"SQL, Database Management, Data Warehousing",11
151,"Python, SQL, Data Analysis",2
152,"Java, JavaScript, Web Development",5
153,"C++, SQL, Machine Learning",11
154,"Python, Data Science, Statistics",7
155,"SQL, Database Management, Data Warehousing",12
156,"Python, SQL, Data Analysis",9
157,"Java, JavaScript, Web Development",12
158,"C++, SQL, Machine Learning",3
159,"Python, Data Science, Statistics",4
160,"SQL, Database Management, Data Warehousing",1
161,"Python, SQL, Data Analysis",1
162,"Java, JavaScript, Web Development",7
163,"C++, SQL, Machine Learning",1
164,"Python, Data Science, Statistics",7
165,"SQL, Database Management, Data Warehousing",4
166,"Python, SQL, Data Analysis",11
167,"Java, JavaScript, Web Development",4
168,"C++, SQL, Machine Learning",9
169,"Python, Data Science, Statistics",13
170,"SQL, Database Management, Data Warehousing",9
171,"Python, SQL, Data Analysis",14
172,"Java, JavaScript, Web Development",9
173,"C++, SQL, Machine Learning",14
174,"Python, Data Science, Statistics",3
175,"SQL, Database Management, Data Warehousing",4
176,"Python, SQL, Data Analysis",3
177,"Java, JavaScript, Web Development",12
178,"C++, SQL, Machine Learning",14
179,"Python, Data Science, Statistics",1
180,"SQL, Database Management, Data Warehousing",9
181,"Python, SQL, Data Analysis",9
182,"Java, JavaScript, Web Development",4
183,"C++, SQL, Machine Learning",9
184,"Python, Data Science, Statistics",11
185,"SQL, Database Management, Data Warehousing",3
186,"Python, SQL, Data Analysis",9
187,"Java, JavaScript, Web Development",5
188,"C++, SQL, Machine Learning",4
189,"Python, Data Science, Statistics",13
190,"SQL, Database Management, Data Warehousing",14
191,"Python, SQL, Data Analysis",1
192,"Java, JavaScript, Web Development",5
193,"C++, SQL, Machine Learning",4
194,"Python, Data Science, Statistics",14
195,"SQL, Database Management, Data Warehousing",12
196,"Python, SQL, Data Analysis",13
197,"Java, JavaScript, Web Development",7
198,"C++, SQL, Machine Learning",14
199,"Python, Data Science, Statistics",10
200,"SQL, Database Management, Data Warehousing",14
201,"Python, SQL, Data Analysis",12
202,"Java, JavaScript, Web Development",9
203,"C++, SQL, Machine Learning",1
204,"Python, Data Science, Statistics",9
205,"SQL, Database Management, Data Warehousing",14
206,"Python, SQL, Data Analysis",6
207,"Java, JavaScript, Web Development",10
208,"C++, SQL, Machine Learning",1
209,"Python, Data Science, Statistics",13
210,"SQL, Database Management, Data Warehousing",10
211,"Python, SQL, Data Analysis",7
212,"Java, JavaScript, Web Development",6
213,"C++, SQL, Machine Learning",14
214,"Python, Data Science, Statistics",4
215,"SQL, Database Management, Data Warehousing",2
216,"Python, SQL, Data Analysis",9
217,"Java, JavaScript, Web Development",1
218,"C++, SQL, Machine Learning",5
219,"Python, Data Science, Statistics",12
220,"SQL, Database Management, Data Warehousing",12
221,"Python, SQL, Data Analysis",10
222,"Java, JavaScript, Web Development",7
223,"C++, SQL, Machine Learning",6
224,"Python, Data Science, Statistics",14
225,"SQL, Database Management, Data Warehousing",8
226,"Python, SQL, Data Analysis",9
227,"Java, JavaScript, Web Development",9
228,"C++, SQL, Machine Learning",10
229,"Python, Data Science, Statistics",3
230,"SQL, Database Management, Data Warehousing",9
231,"Python, SQL, Data Analysis",7
232,"Java, JavaScript, Web Development",12
233,"C++, SQL, Machine Learning",7
234,"Python, Data Science, Statistics",14
235,"SQL, Database Management, Data Warehousing",10
236,"Python, SQL, Data Analysis",2
237,"Java, JavaScript, Web Development",7
238,"C++, SQL, Machine Learning",13
239,"Python, Data Science, Statistics",9
240,"SQL, Database Management, Data Warehousing",14
241,"Python, SQL, Data Analysis",9
242,"Java, JavaScript, Web Development",4
243,"C++, SQL, Machine Learning",3
244,"Python, Data Science, Statistics",4
245,"SQL, Database Management, Data Warehousing",11
246,"Python, SQL, Data Analysis",13
247,"Java, JavaScript, Web Development",7
248,"C++, SQL, Machine Learning",4
249,"Python, Data Science, Statistics",7
250,"SQL, Database Management, Data Warehousing",14
251,"Python, SQL, Data Analysis",6
252,"Java, JavaScript, Web Development",8
253,"C++, SQL, Machine Learning",12
254,"Python, Data Science, Statistics",1
255,"SQL, Database Management, Data Warehousing",12
256,"Python, SQL, Data Analysis",9
257,"Java, JavaScript, Web Development",5
258,"C++, SQL, Machine Learning",11
259,"Python, Data Science, Statistics",7
260,"SQL, Database Management, Data Warehousing",12
261,"Python, SQL, Data Analysis",6
262,"Java, JavaScript, Web Development",14
263,"C++, SQL, Machine Learning",13
264,"Python, Data Science, Statistics",9
265,"SQL, Database Management, Data Warehousing",3
266,"Python, SQL, Data Analysis",12
267,"Java, JavaScript, Web Development",4
268,"C++, SQL, Machine Learning",10
269,"Python, Data Science, Statistics",8
270,"SQL, Database Management, Data Warehousing",6
271,"Python, SQL, Data Analysis",4
272,"Java, JavaScript, Web Development",5
273,"C++, SQL, Machine Learning",6
274,"Python, Data Science, Statistics",14
275,"SQL, Database Management, Data Warehousing",4
276,"Python, SQL, Data Analysis",4
277,"Java, JavaScript, Web Development",8
278,"C++, SQL, Machine Learning",10
279,"Python, Data Science, Statistics",10
280,"SQL, Database Management, Data Warehousing",10
281,"Python, SQL, Data Analysis",8
282,"Java, JavaScript, Web Development",4
283,"C++, SQL, Machine Learning",11
284,"Python, Data Science, Statistics",3
285,"SQL, Database Management, Data Warehousing",13
286,"Python, SQL, Data Analysis",4
287,"Java, JavaScript, Web Development",10
288,"C++, SQL, Machine Learning",11
289,"Python, Data Science, Statistics",12
290,"SQL, Database Management, Data Warehousing",14
291,"Python, SQL, Data Analysis",8
292,"Java, JavaScript, Web Development",8
293,"C++, SQL, Machine Learning",14
294,"Python, Data Science, Statistics",6
295,"SQL, Database Management, Data Warehousing",2
296,"Python, SQL, Data Analysis",13
297,"Java, JavaScript, Web Development",3
298,"C++, SQL, Machine Learning",3
299,"Python, Data Science, Statistics",9
300,"SQL, Database Management, Data Warehousing",2
301,"Python, SQL, Data Analysis",6
302,"Java, JavaScript, Web Development",9
303,"C++, SQL, Machine Learning",5
304,"Python, Data Science, Statistics",1
305,"SQL, Database Management, Data Warehousing",12
306,"Python, SQL, Data Analysis",3
307,"Java, JavaScript, Web Development",6
308,"C++, SQL, Machine Learning",6
309,"Python, Data Science, Statistics",1
310,"SQL, Database Management, Data Warehousing",9
311,"Python, SQL, Data Analysis",14
312,"Java, JavaScript, Web Development",2
313,"C++, SQL, Machine Learning",2
314,"Python, Data Science, Statistics",1
315,"SQL, Database Management, Data Warehousing",4
316,"Python, SQL, Data Analysis",9
317,"Java, JavaScript, Web Development",12
318,"C++, SQL, Machine Learning",9
319,"Python, Data Science, Statistics",5
320,"SQL, Database Management, Data Warehousing",5
321,"Python, SQL, Data Analysis",1
322,"Java, JavaScript, Web Development",10
323,"C++, SQL, Machine Learning",4
324,"Python, Data Science, Statistics",8
325,"SQL, Database Management, Data Warehousing",13
326,"Python, SQL, Data Analysis",4
327,"Java, JavaScript, Web Development",3
328,"C++, SQL, Machine Learning",14
329,"Python, Data Science, Statistics",2
330,"SQL, Database Management, Data Warehousing",2
331,"Python, SQL, Data Analysis",3
332,"Java, JavaScript, Web Development",2
333,"C++, SQL, Machine Learning",14
334,"Python, Data Science, Statistics",5
335,"SQL, Database Management, Data Warehousing",14
336,"Python, SQL, Data Analysis",3
337,"Java, JavaScript, Web Development",6
338,"C++, SQL, Machine Learning",6
339,"Python, Data Science, Statistics",13
340,"SQL, Database Management, Data Warehousing",13
341,"Python, SQL, Data Analysis",6
342,"Java, JavaScript, Web Development",14
343,"C++, SQL, Machine Learning",3
344,"Python, Data Science, Statistics",12
345,"SQL, Database Management, Data Warehousing",6
346,"Python, SQL, Data Analysis",8
347,"Java, JavaScript, Web Development",8
348,"C++, SQL, Machine Learning",12
349,"Python, Data Science, Statistics",7
350,"SQL, Database Management, Data Warehousing",2
351,"Python, SQL, Data Analysis",7
352,"Java, JavaScript, Web Development",8
353,"C++, SQL, Machine Learning",3
354,"Python, Data Science, Statistics",13
355,"SQL, Database Management, Data Warehousing",12
356,"Python, SQL, Data Analysis",4
357,"Java, JavaScript, Web Development",2
358,"C++, SQL, Machine Learning",10
359,"Python, Data Science, Statistics",14
360,"SQL, Database Management, Data Warehousing",6
361,"Python, SQL, Data Analysis",10
362,"Java, JavaScript, Web Development",10
363,"C++, SQL, Machine Learning",3
364,"Python, Data Science, Statistics",1
365,"SQL, Database Management, Data Warehousing",12
366,"Python, SQL, Data Analysis",10
367,"Java, JavaScript, Web Development",13
368,"C++, SQL, Machine Learning",12
369,"Python, Data Science, Statistics",2
370,"SQL, Database Management, Data Warehousing",10
371,"Python, SQL, Data Analysis",11
372,"Java, JavaScript, Web Development",1
373,"C++, SQL, Machine Learning",7
374,"Python, Data Science, Statistics",1
375,"SQL, Database Management, Data Warehousing",11
376,"Python, SQL, Data Analysis",5
377,"Java, JavaScript, Web Development",9
378,"C++, SQL, Machine Learning",5
379,"Python, Data Science, Statistics",4
380,"SQL, Database Management, Data Warehousing",4
381,"Python, SQL, Data Analysis",9
382,"Java, JavaScript, Web Development",9
383,"C++, SQL, Machine Learning",12
384,"Python, Data Science, Statistics",14
385,"SQL, Database Management, Data Warehousing",12
386,"Python, SQL, Data Analysis",8
387,"Java, JavaScript, Web Development",1
388,"C++, SQL, Machine Learning",4
389,"Python, Data Science, Statistics",9
390,"SQL, Database Management, Data Warehousing",8
391,"Python, SQL, Data Analysis",8
392,"Java, JavaScript, Web Development",14
393,"C++, SQL, Machine Learning",11
394,"Python, Data Science, Statistics",2
395,"SQL, Database Management, Data Warehousing",9
396,"Python, SQL, Data Analysis",5
397,"Java, JavaScript, Web Development",8
398,"C++, SQL, Machine Learning",1
399,"Python, Data Science, Statistics",12
400,"SQL, Database Management, Data Warehousing",13
401,"Python, SQL, Data Analysis",5
402,"Java, JavaScript, Web Development",10
403,"C++, SQL, Machine Learning",1
404,"Python, Data Science, Statistics",11
405,"SQL, Database Management, Data Warehousing",7
406,"Python, SQL, Data Analysis",13
407,"Java, JavaScript, Web Development",5
408,"C++, SQL, Machine Learning",3
409,"Python, Data Science, Statistics",5
410,"SQL, Database Management, Data Warehousing",7
411,"Python, SQL, Data Analysis",4
412,"Java, JavaScript, Web Development",11
413,"C++, SQL, Machine Learning",4
414,"Python, Data Science, Statistics",8
415,"SQL, Database Management, Data Warehousing",9
416,"Python, SQL, Data Analysis",14
417,"Java, JavaScript, Web Development",14
418,"C++, SQL, Machine Learning",6
419,"Python, Data Science, Statistics",1
420,"SQL, Database Management, Data Warehousing",9
421,"Python, SQL, Data Analysis",6
422,"Java, JavaScript, Web Development",12
423,"C++, SQL, Machine Learning",5
424,"Python, Data Science, Statistics",8
425,"SQL, Database Management, Data Warehousing",13
426,"Python, SQL, Data Analysis",14
427,"Java, JavaScript, Web Development",11
428,"C++, SQL, Machine Learning",11
429,"Python, Data Science, Statistics",5
430,"SQL, Database Management, Data Warehousing",2
431,"Python, SQL, Data Analysis",12
432,"Java, JavaScript, Web Development",4
433,"C++, SQL, Machine Learning",4
434,"Python, Data Science, Statistics",10
435,"SQL, Database Management, Data Warehousing",3
436,"Python, SQL, Data Analysis",6
437,"Java, JavaScript, Web Development",3
438,"C++, SQL, Machine Learning",4
439,"Python, Data Science, Statistics",6
440,"SQL, Database Management, Data Warehousing",11
441,"Python, SQL, Data Analysis",12
442,"Java, JavaScript, Web Development",8
443,"C++, SQL, Machine Learning",13
444,"Python, Data Science, Statistics",13
445,"SQL, Database Management, Data Warehousing",3
446,"Python, SQL, Data Analysis",14
447,"Java, JavaScript, Web Development",8
448,"C++, SQL, Machine Learning",2
449,"Python, Data Science, Statistics",7
450,"SQL, Database Management, Data Warehousing",11
451,"Python, SQL, Data Analysis",6
452,"Java, JavaScript, Web Development",1
453,"C++, SQL, Machine Learning",12
454,"Python, Data Science, Statistics",1
455,"SQL, Database Management, Data Warehousing",11
456,"Python, SQL, Data Analysis",13
457,"Java, JavaScript, Web Development",4
458,"C++, SQL, Machine Learning",11
459,"Python, Data Science, Statistics",2
460,"SQL, Database Management, Data Warehousing",11
461,"Python, SQL, Data Analysis",10
462,"Java, JavaScript, Web Development",13
463,"C++, SQL, Machine Learning",14
464,"Python, Data Science, Statistics",10
465,"SQL, Database Management, Data Warehousing",7
466,"Python, SQL, Data Analysis",7
467,"Java, JavaScript, Web Development",8
468,"C++, SQL, Machine Learning",9
469,"Python, Data Science, Statistics",14
470,"SQL, Database Management, Data Warehousing",9
471,"Python, SQL, Data Analysis",8
472,"Java, JavaScript, Web Development",1
473,"C++, SQL, Machine Learning",9
474,"Python, Data Science, Statistics",7
475,"SQL, Database Management, Data Warehousing",9
476,"Python, SQL, Data Analysis",10
477,"Java, JavaScript, Web Development",9
478,"C++, SQL, Machine Learning",4
479,"Python, Data Science, Statistics",7
480,"SQL, Database Management, Data Warehousing",2
481,"Python, SQL, Data Analysis",8
482,"Java, JavaScript, Web Development",5
483,"C++, SQL, Machine Learning",10
484,"Python, Data Science, Statistics",3
485,"SQL, Database Management, Data Warehousing",13
486,"Python, SQL, Data Analysis",1
487,"Java, JavaScript, Web Development",9
488,"C++, SQL, Machine Learning",3
489,"Python, Data Science, Statistics",14
490,"SQL, Database Management, Data Warehousing",8
491,"Python, SQL, Data Analysis",9
492,"Java, JavaScript, Web Development",5
493,"C++, SQL, Machine Learning",5
494,"Python, Data Science, Statistics",13
495,"SQL, Database Management, Data Warehousing",2
496,"Python, SQL, Data Analysis",8
497,"Java, JavaScript, Web Development",7
498,"C++, SQL, Machine Learning",10
499,"Python, Data Science, Statistics",5
500,"SQL, Database Management, Data Warehousing",2
501,"Python, SQL, Data Analysis",6
502,"Java, JavaScript, Web Development",10
503,"C++, SQL, Machine Learning",8
504,"Python, Data Science, Statistics",12
505,"SQL, Database Management, Data Warehousing",14
506,"Python, SQL, Data Analysis",2
507,"Java, JavaScript, Web Development",4
508,"C++, SQL, Machine Learning",6
509,"Python, Data Science, Statistics",8
510,"SQL, Database Management, Data Warehousing",4
511,"Python, SQL, Data Analysis",7
512,"Java, JavaScript, Web Development",7
513,"C++, SQL, Machine Learning",8
514,"Python, Data Science, Statistics",10
515,"SQL, Database Management, Data Warehousing",2
516,"Python, SQL, Data Analysis",10
517,"Java, JavaScript, Web Development",7
518,"C++, SQL, Machine Learning",1
519,"Python, Data Science, Statistics",4
520,"SQL, Database Management, Data Warehousing",9
521,"Python, SQL, Data Analysis",5
522,"Java, JavaScript, Web Development",2
523,"C++, SQL, Machine Learning",5
524,"Python, Data Science, Statistics",6
525,"SQL, Database Management, Data Warehousing",1
526,"Python, SQL, Data Analysis",4
527,"Java, JavaScript, Web Development",11
528,"C++, SQL, Machine Learning",2
529,"Python, Data Science, Statistics",5
530,"SQL, Database Management, Data Warehousing",5
531,"Python, SQL, Data Analysis",5
532,"Java, JavaScript, Web Development",1
533,"C++, SQL, Machine Learning",1
534,"Python, Data Science, Statistics",11
535,"SQL, Database Management, Data Warehousing",14
536,"Python, SQL, Data Analysis",9
537,"Java, JavaScript, Web Development",12
538,"C++, SQL, Machine Learning",12
539,"Python, Data Science, Statistics",5
540,"SQL, Database Management, Data Warehousing",7
541,"Python, SQL, Data Analysis",10
542,"Java, JavaScript, Web Development",13
543,"C++, SQL, Machine Learning",12
544,"Python, Data Science, Statistics",4
545,"SQL, Database Management, Data Warehousing",4
546,"Python, SQL, Data Analysis",13
547,"Java, JavaScript, Web Development",3
548,"C++, SQL, Machine Learning",2
549,"Python, Data Science, Statistics",11
550,"SQL, Database Management, Data Warehousing",3
551,"Python, SQL, Data Analysis",2
552,"Java, JavaScript, Web Development",12
553,"C++, SQL, Machine Learning",4
554,"Python, Data Science, Statistics",13
555,"SQL, Database Management, Data Warehousing",5
556,"Python, SQL, Data Analysis",11
557,"Java, JavaScript, Web Development",2
558,"C++, SQL, Machine Learning",2
559,"Python, Data Science, Statistics",1
560,"SQL, Database Management, Data Warehousing",8
561,"Python, SQL, Data Analysis",9
562,"Java, JavaScript, Web Development",11
563,"C++, SQL, Machine Learning",5
564,"Python, Data Science, Statistics",4
565,"SQL, Database Management, Data Warehousing",6
566,"Python, SQL, Data Analysis",7
567,"Java, JavaScript, Web Development",4
568,"C++, SQL, Machine Learning",3
569,"Python, Data Science, Statistics",10
570,"SQL, Database Management, Data Warehousing",9
571,"Python, SQL, Data Analysis",13
572,"Java, JavaScript, Web Development",2
573,"C++, SQL, Machine Learning",13
574,"Python, Data Science, Statistics",5
575,"SQL, Database Management, Data Warehousing",11
576,"Python, SQL, Data Analysis",1
577,"Java, JavaScript, Web Development",9
578,"C++, SQL, Machine Learning",14
579,"Python, Data Science, Statistics",4
580,"SQL, Database Management, Data Warehousing",10
581,"Python, SQL, Data Analysis",6
582,"Java, JavaScript, Web Development",6
583,"C++, SQL, Machine Learning",2
584,"Python, Data Science, Statistics",8
585,"SQL, Database Management, Data Warehousing",14
586,"Python, SQL, Data Analysis",9
587,"Java, JavaScript, Web Development",7
588,"C++, SQL, Machine Learning",5
589,"Python, Data Science, Statistics",8
590,"SQL, Database Management, Data Warehousing",4
591,"Python, SQL, Data Analysis",6
592,"Java, JavaScript, Web Development",12
593,"C++, SQL, Machine Learning",13
594,"Python, Data Science, Statistics",4
595,"SQL, Database Management, Data Warehousing",7
596,"Python, SQL, Data Analysis",5
597,"Java, JavaScript, Web Development",8
598,"C++, SQL, Machine Learning",4
599,"Python, Data Science, Statistics",1
600,"SQL, Database Management, Data Warehousing",6
601,"Python, SQL, Data Analysis",12
602,"Java, JavaScript, Web Development",12
603,"C++, SQL, Machine Learning",10
604,"Python, Data Science, Statistics",4
605,"SQL, Database Management, Data Warehousing",8
606,"Python, SQL, Data Analysis",6
607,"Java, JavaScript, Web Development",6
608,"C++, SQL, Machine Learning",13
609,"Python, Data Science, Statistics",9
610,"SQL, Database Management, Data Warehousing",12
611,"Python, SQL, Data Analysis",1
612,"Java, JavaScript, Web Development",9
613,"C++, SQL, Machine Learning",4
614,"Python, Data Science, Statistics",7
615,"SQL, Database Management, Data Warehousing",10
616,"Python, SQL, Data Analysis",11
617,"Java, JavaScript, Web Development",4
618,"C++, SQL, Machine Learning",3
619,"Python, Data Science, Statistics",12
620,"SQL, Database Management, Data Warehousing",8
621,"Python, SQL, Data Analysis",1
622,"Java, JavaScript, Web Development",4
623,"C++, SQL, Machine Learning",11
624,"Python, Data Science, Statistics",1
625,"SQL, Database Management, Data Warehousing",4
626,"Python, SQL, Data Analysis",7
627,"Java, JavaScript, Web Development",2
628,"C++, SQL, Machine Learning",13
629,"Python, Data Science, Statistics",12
630,"SQL, Database Management, Data Warehousing",10
631,"Python, SQL, Data Analysis",3
632,"Java, JavaScript, Web Development",14
633,"C++, SQL, Machine Learning",10
634,"Python, Data Science, Statistics",5
635,"SQL, Database Management, Data Warehousing",10
636,"Python, SQL, Data Analysis",14
637,"Java, JavaScript, Web Development",12
638,"C++, SQL, Machine Learning",2
639,"Python, Data Science, Statistics",4
640,"SQL, Database Management, Data Warehousing",3
641,"Python, SQL, Data Analysis",5
642,"Java, JavaScript, Web Development",14
643,"C++, SQL, Machine Learning",10
644,"Python, Data Science, Statistics",8
645,"SQL, Database Management, Data Warehousing",5
646,"Python, SQL, Data Analysis",10
647,"Java, JavaScript, Web Development",5
648,"C++, SQL, Machine Learning",2
649,"Python, Data Science, Statistics",3
650,"SQL, Database Management, Data Warehousing",14
651,"Python, SQL, Data Analysis",14
652,"Java, JavaScript, Web Development",8
653,"C++, SQL, Machine Learning",3
654,"Python, Data Science, Statistics",4
655,"SQL, Database Management, Data Warehousing",10
656,"Python, SQL, Data Analysis",11
657,"Java, JavaScript, Web Development",8
658,"C++, SQL, Machine Learning",11
659,"Python, Data Science, Statistics",7
660,"SQL, Database Management, Data Warehousing",7
661,"Python, SQL, Data Analysis",13
662,"Java, JavaScript, Web Development",3
663,"C++, SQL, Machine Learning",11
664,"Python, Data Science, Statistics",4
665,"SQL, Database Management, Data Warehousing",7
666,"Python, SQL, Data Analysis",1
667,"Java, JavaScript, Web Development",14
668,"C++, SQL, Machine Learning",13
669,"Python, Data Science, Statistics",11
670,"SQL, Database Management, Data Warehousing",9
671,"Python, SQL, Data Analysis",1
672,"Java, JavaScript, Web Development",11
673,"C++, SQL, Machine Learning",12
674,"Python, Data Science, Statistics",14
675,"SQL, Database Management, Data Warehousing",8
676,"Python, SQL, Data Analysis",7
677,"Java, JavaScript, Web Development",14
678,"C++, SQL, Machine Learning",6
679,"Python, Data Science, Statistics",10
680,"SQL, Database Management, Data Warehousing",7
681,"Python, SQL, Data Analysis",6
682,"Java, JavaScript, Web Development",12
683,"C++, SQL, Machine Learning",3
684,"Python, Data Science, Statistics",8
685,"SQL, Database Management, Data Warehousing",13
686,"Python, SQL, Data Analysis",2
687,"Java, JavaScript, Web Development",10
688,"C++, SQL, Machine Learning",3
689,"Python, Data Science, Statistics",3
690,"SQL, Database Management, Data Warehousing",13
691,"Python, SQL, Data Analysis",6
692,"Java, JavaScript, Web Development",12
693,"C++, SQL, Machine Learning",7
694,"Python, Data Science, Statistics",5
695,"SQL, Database Management, Data Warehousing",14
696,"Python, SQL, Data Analysis",3
697,"Java, JavaScript, Web Development",13
698,"C++, SQL, Machine Learning",14
699,"Python, Data Science, Statistics",3
700,"SQL, Database Management, Data Warehousing",2
701,"Python, SQL, Data Analysis",13
702,"Java, JavaScript, Web Development",1
703,"C++, SQL, Machine Learning",10
704,"Python, Data Science, Statistics",1
705,"SQL, Database Management, Data Warehousing",3
706,"Python, SQL, Data Analysis",9
707,"Java, JavaScript, Web Development",4
708,"C++, SQL, Machine Learning",14
709,"Python, Data Science, Statistics",11
710,"SQL, Database Management, Data Warehousing",1
711,"Python, SQL, Data Analysis",11
712,"Java, JavaScript, Web Development",12
713,"C++, SQL, Machine Learning",9
714,"Python, Data Science, Statistics",9
715,"SQL, Database Management, Data Warehousing",2
716,"Python, SQL, Data Analysis",1
717,"Java, JavaScript, Web Development",6
718,"C++, SQL, Machine Learning",9
719,"Python, Data Science, Statistics",3
720,"SQL, Database Management, Data Warehousing",4
